,class,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,stop,0.5077478289604187,0.5254045724868774,0.0,0.43250176310539246,0.49666139483451843,-0.01107238419353962,0.37149518728256226,0.42532244324684143,-0.02518136240541935,0.3321906626224518,0.3622622787952423,-0.04333517327904701,0.29402250051498413,0.3200082778930664,-0.06316611170768738,0.38714906573295593,0.2846265137195587,-0.01643052138388157,0.3575645685195923,0.175010085105896,-0.045331891626119614,0.33727866411209106,0.10889710485935211,-0.06585795432329178,0.3193102180957794,0.050789713859558105,-0.08010753989219666,0.4247097969055176,0.2694435119628906,-0.03694428130984306,0.40420472621917725,0.1365562081336975,-0.06425262987613678,0.3844519555568695,0.05652514100074768,-0.08424653857946396,0.3653389811515808,-0.010165244340896606,-0.09994342923164368,0.46508991718292236,0.27759674191474915,-0.06111913174390793,0.4532998502254486,0.15132302045822144,-0.0910857692360878,0.44000232219696045,0.07244257628917694,-0.10889771580696106,0.4253518879413605,0.0060894787311553955,-0.12149292975664139,0.5096831917762756,0.30693355202674866,-0.08752816170454025,0.5121555924415588,0.21573354303836823,-0.11290358006954193,0.5104017853736877,0.15198418498039246,-0.12427546083927155,0.5071824193000793,0.09436874091625214,-0.13261839747428894
1,stop,0.5103292465209961,0.5241238474845886,0.0,0.4348564147949219,0.49373874068260193,-0.009361430071294308,0.3743119537830353,0.4211496412754059,-0.022323768585920334,0.33467715978622437,0.35815197229385376,-0.039694324135780334,0.29617899656295776,0.3155847191810608,-0.058550987392663956,0.3900167942047119,0.2797113358974457,-0.013376492075622082,0.36010968685150146,0.17063871026039124,-0.04135822504758835,0.3389052748680115,0.10652187466621399,-0.06104515120387077,0.32011908292770386,0.05024871230125427,-0.0745498463511467,0.4266965687274933,0.26503676176071167,-0.03429373353719711,0.40624484419822693,0.13274341821670532,-0.06075676903128624,0.3859821557998657,0.054814472794532776,-0.07974181324243546,0.36649081110954285,-0.009848445653915405,-0.09457339346408844,0.4663434326648712,0.2726852297782898,-0.058858826756477356,0.45460301637649536,0.14758174121379852,-0.08749721199274063,0.44167810678482056,0.07046373188495636,-0.10355538129806519,0.42765262722969055,0.00565454363822937,-0.11497116088867188,0.5103068351745605,0.3007460832595825,-0.08572118729352951,0.5121084451675415,0.20829319953918457,-0.10965557396411896,0.5102176070213318,0.144825279712677,-0.1197252944111824,0.507308304309845,0.0873100757598877,-0.12714733183383942
2,stop,0.5146893262863159,0.5209799408912659,0.0,0.43872734904289246,0.48998135328292847,-0.008233742788434029,0.3770977258682251,0.4181132912635803,-0.020318755879998207,0.336058646440506,0.35593172907829285,-0.037069760262966156,0.29791074991226196,0.3133928179740906,-0.05505339428782463,0.393088698387146,0.27526867389678955,-0.010073576122522354,0.3624637722969055,0.16743077337741852,-0.03708059713244438,0.3406050205230713,0.10526645183563232,-0.055891528725624084,0.3213363289833069,0.050690412521362305,-0.06870511174201965,0.4290963411331177,0.2602488398551941,-0.031125452369451523,0.4075828492641449,0.12916508316993713,-0.05639420822262764,0.38690102100372314,0.05369582772254944,-0.07425066828727722,0.3671148419380188,-0.009003788232803345,-0.08816895633935928,0.4682663381099701,0.26745736598968506,-0.05600477382540703,0.45627784729003906,0.14336055517196655,-0.08370718359947205,0.44338974356651306,0.06760166585445404,-0.09897390007972717,0.42926982045173645,0.0037654638290405273,-0.10967830568552017,0.5117388367652893,0.2951124906539917,-0.08319684118032455,0.5131577849388123,0.2038191258907318,-0.10633687674999237,0.5110123753547668,0.14076922833919525,-0.11601943522691727,0.5076755285263062,0.08297900855541229,-0.12303592264652252
3,stop,0.5168102383613586,0.5179455876350403,0.0,0.4398646652698517,0.48437467217445374,-0.006952429190278053,0.3788911700248718,0.41377153992652893,-0.018644053488969803,0.33811116218566895,0.35415786504745483,-0.03535982221364975,0.2993047833442688,0.3128052055835724,-0.05323191359639168,0.39563122391700745,0.2706518769264221,-0.007987624034285545,0.36582231521606445,0.1637127548456192,-0.03478687256574631,0.3438599407672882,0.10227833688259125,-0.05347048491239548,0.3242960274219513,0.049261078238487244,-0.06604257971048355,0.43088191747665405,0.2556479573249817,-0.029665710404515266,0.40903303027153015,0.12491956353187561,-0.054687779396772385,0.3880661427974701,0.04980400204658508,-0.07226923108100891,0.3678095042705536,-0.01243939995765686,-0.08591440320014954,0.4697135388851166,0.2625105381011963,-0.0552157424390316,0.45768117904663086,0.13872919976711273,-0.08245883882045746,0.44474440813064575,0.06310901045799255,-0.09734702110290527,0.4304046332836151,-0.00046059489250183105,-0.10774519294500351,0.5130165219306946,0.2899491786956787,-0.08307190984487534,0.5141913890838623,0.19917768239974976,-0.10581622272729874,0.5115011930465698,0.13634052872657776,-0.11514101922512054,0.50764000415802,0.07900841534137726,-0.1218620091676712
4,stop,0.7021985650062561,0.6680296063423157,0.0,0.6377460956573486,0.6320708394050598,-0.026288675144314766,0.5879517793655396,0.56531822681427,-0.05367247760295868,0.5497511029243469,0.5156908631324768,-0.08490204811096191,0.5012848973274231,0.4745126962661743,-0.11756835132837296,0.6421074867248535,0.43890833854675293,-0.03945576772093773,0.6270247101783752,0.34498199820518494,-0.07983293384313583,0.606611967086792,0.3046521246433258,-0.10637537389993668,0.5792822241783142,0.27881714701652527,-0.12332914024591446,0.692664384841919,0.44098910689353943,-0.056658387184143066,0.6916030049324036,0.3389800190925598,-0.0976029708981514,0.6789121627807617,0.29586470127105713,-0.12222800403833389,0.6585273146629333,0.26804178953170776,-0.13824978470802307,0.7392905950546265,0.4645638167858124,-0.07842142879962921,0.741693377494812,0.3733241856098175,-0.117290198802948,0.7281496524810791,0.3394576609134674,-0.13303311169147491,0.7066056132316589,0.3161826729774475,-0.1417810320854187,0.7810809016227722,0.5071974992752075,-0.10379673540592194,0.7997510433197021,0.4397292137145996,-0.13427741825580597,0.7950423955917358,0.4079975485801697,-0.1441325694322586,0.7809622287750244,0.38362812995910645,-0.1495746523141861
5,stop,0.6951472163200378,0.6428892016410828,0.0,0.62015700340271,0.602728545665741,-0.020600348711013794,0.5614409446716309,0.530893862247467,-0.039035454392433167,0.5204955339431763,0.47172245383262634,-0.059403643012046814,0.4750819802284241,0.42645254731178284,-0.08077885210514069,0.6202037334442139,0.39652591943740845,-0.016440676525235176,0.5990007519721985,0.3097385764122009,-0.04310041666030884,0.578516960144043,0.25187647342681885,-0.06638933718204498,0.5543541312217712,0.19947901368141174,-0.08252708613872528,0.6676270365715027,0.388189435005188,-0.02838597074151039,0.6597186923027039,0.30016517639160156,-0.05119248479604721,0.6495415568351746,0.23221899569034576,-0.07429464906454086,0.6334273219108582,0.17205920815467834,-0.09306757897138596,0.7131190299987793,0.4058816134929657,-0.04502854868769646,0.7145401239395142,0.32426953315734863,-0.06934019923210144,0.7065142393112183,0.2686729431152344,-0.08857490122318268,0.688012957572937,0.2192499339580536,-0.10266570746898651,0.7567430734634399,0.4439241588115692,-0.06463204324245453,0.7728120684623718,0.3781251013278961,-0.08580290526151657,0.7668505907058716,0.33623796701431274,-0.09705482423305511,0.7502763867378235,0.2976023852825165,-0.10537593066692352
6,stop,0.6795093417167664,0.6092670559883118,0.0,0.6008679270744324,0.5645633935928345,-0.018032124266028404,0.5397965312004089,0.48720768094062805,-0.03352205827832222,0.49756622314453125,0.42301875352859497,-0.05078817531466484,0.455156534910202,0.3749726414680481,-0.06913737207651138,0.6006913781166077,0.35758328437805176,-0.011252112686634064,0.5752405524253845,0.2717505097389221,-0.035651762038469315,0.557435154914856,0.20521576702594757,-0.05781923979520798,0.5414704084396362,0.14298564195632935,-0.07353995740413666,0.6482865214347839,0.34549418091773987,-0.02348954789340496,0.637550950050354,0.25014573335647583,-0.04350951313972473,0.6273084878921509,0.17656296491622925,-0.06589283794164658,0.615512490272522,0.10952341556549072,-0.08446981757879257,0.6946002840995789,0.3581247627735138,-0.04033856466412544,0.6923991441726685,0.26444193720817566,-0.0621056854724884,0.6843739151954651,0.19951874017715454,-0.08301301300525665,0.6707668304443359,0.13965153694152832,-0.09883423149585724,0.7400034666061401,0.3919547200202942,-0.05999748036265373,0.7497127652168274,0.3174235224723816,-0.07882197201251984,0.7464126944541931,0.26903805136680603,-0.09119194746017456,0.7377595901489258,0.22227440774440765,-0.10104512423276901
7,stop,0.6634358763694763,0.573539137840271,0.0,0.5813992023468018,0.5299155712127686,-0.020182926207780838,0.5196508765220642,0.44935691356658936,-0.038609571754932404,0.4778410792350769,0.3814034163951874,-0.058833662420511246,0.4356268346309662,0.32878971099853516,-0.08079595118761063,0.5825061202049255,0.3165043294429779,-0.02115728333592415,0.5573911070823669,0.22179895639419556,-0.05031779780983925,0.5398902893066406,0.14970362186431885,-0.07521218061447144,0.5246595740318298,0.08097609877586365,-0.0928465873003006,0.6299765706062317,0.30442166328430176,-0.03500302508473396,0.6192339062690735,0.19796666502952576,-0.061000797897577286,0.6081474423408508,0.1167280375957489,-0.0865028128027916,0.5954765677452087,0.041135936975479126,-0.1070864200592041,0.6770988702774048,0.31673625111579895,-0.05311337113380432,0.674140214920044,0.20964577794075012,-0.08038853853940964,0.665749192237854,0.13527095317840576,-0.10374435782432556,0.6525225639343262,0.06611746549606323,-0.1210884302854538,0.7238340377807617,0.35070276260375977,-0.07390040159225464,0.7307732701301575,0.265386164188385,-0.09672848135232925,0.7266910076141357,0.20789572596549988,-0.11063394695520401,0.7187415361404419,0.15204337239265442,-0.12167233228683472
8,stop,0.647593080997467,0.5423406362533569,0.0,0.565441906452179,0.5046107769012451,-0.02265162207186222,0.502418041229248,0.424651175737381,-0.04335077852010727,0.46119430661201477,0.3588706851005554,-0.0657704547047615,0.41531050205230713,0.31097960472106934,-0.090084508061409,0.5623738765716553,0.2819553017616272,-0.028288869187235832,0.5374060869216919,0.1758798360824585,-0.061463139951229095,0.5189251899719238,0.09785518050193787,-0.08858928829431534,0.5019310712814331,0.025206327438354492,-0.10754385590553284,0.6117641925811768,0.26974618434906006,-0.042933400720357895,0.6004786491394043,0.15038853883743286,-0.07229666411876678,0.5886266827583313,0.06131210923194885,-0.09921109676361084,0.5746450424194336,-0.01920950412750244,-0.12090249359607697,0.6605172157287598,0.2832011580467224,-0.061917953193187714,0.6570209264755249,0.16764326393604279,-0.09249324351549149,0.6484651565551758,0.08514732122421265,-0.11732281744480133,0.6342640519142151,0.010204315185546875,-0.1355932652950287,0.7091914415359497,0.3187336325645447,-0.08373801410198212,0.7146579027175903,0.22915874421596527,-0.1093524768948555,0.7103284597396851,0.16742180287837982,-0.1243467852473259,0.7020010948181152,0.10904690623283386,-0.136121928691864
9,stop,0.6335502862930298,0.5335726737976074,0.0,0.5539045929908752,0.4964977204799652,-0.018874919041991234,0.49104180932044983,0.41184478998184204,-0.03451710566878319,0.44990527629852295,0.34105414152145386,-0.052981190383434296,0.40861815214157104,0.2908511757850647,-0.07268296927213669,0.5485848784446716,0.26651251316070557,-0.01236665714532137,0.5275615453720093,0.15103912353515625,-0.03940460830926895,0.5116910338401794,0.07913433015346527,-0.06002840772271156,0.49796536564826965,0.018093347549438477,-0.07402846962213516,0.5977849960327148,0.25556042790412903,-0.02705495059490204,0.585097074508667,0.13185158371925354,-0.050988081842660904,0.5714371204376221,0.05150189995765686,-0.07075713574886322,0.5559250712394714,-0.015108704566955566,-0.08596640080213547,0.6472786068916321,0.2689476013183594,-0.04685865342617035,0.6417962908744812,0.14982452988624573,-0.07342791557312012,0.6326913833618164,0.07174184918403625,-0.09128990769386292,0.6180456280708313,0.0052630603313446045,-0.10360389947891235,0.698050320148468,0.3043413460254669,-0.06981196254491806,0.7046825289726257,0.20852546393871307,-0.09281442314386368,0.7017353773117065,0.14419569075107574,-0.10447380691766739,0.6944642663002014,0.08671808242797852,-0.11255486309528351
